4s,6s,SR,balls,batsmanName,battingPos,dismissal,match,runs,teamInnings,out_notout,scorecard
0,0,50 00,6,Michael van Lingen,1.0,c Pramod Madushan b Chameera,Namibia Vs Sri Lanka,3,Namibia,out,T20I   1823
1,0,100 00,9,Divan la Cock,2.0,c Shanaka b Pramod Madushan,Namibia Vs Sri Lanka,9,Namibia,out,T20I   1823
1,2,166 66,12,Jan Nicol Loftie Eaton,3.0,c  Mendis b Karunaratne,Namibia Vs Sri Lanka,20,Namibia,out,T20I   1823
2,0,108 33,24,Stephan Baard,4.0,c DM de Silva b Pramod Madushan,Namibia Vs Sri Lanka,26,Namibia,out,T20I   1823
0,0,83 33,24,Gerhard Erasmus c ,5.0,c Gunathilaka b PWH de Silva,Namibia Vs Sri Lanka,20,Namibia,out,T20I   1823
4,0,157 14,28,Jan Frylinck,6.0,run out  Gunathilaka  Mendis ,Namibia Vs Sri Lanka,44,Namibia,out,T20I   1823
0,0,0 00,1,David Wiese,7.0,c  Mendis b Theekshana,Namibia Vs Sri Lanka,0,Namibia,out,T20I   1823
2,2,193 75,16,JJ Smit,8.0,,Namibia Vs Sri Lanka,31,Namibia,notout,T20I   1823
1,0,90 00,10,Pathum Nissanka,1.0,c Smit b Shikongo,Namibia Vs Sri Lanka,9,Sri Lanka,out,T20I   1823
0,0,100 00,6,Kusal Mendis ,2.0,c  Green b Wiese,Namibia Vs Sri Lanka,6,Sri Lanka,out,T20I   1823
1,0,109 09,11,Dhananjaya de Silva,3.0,c Shikongo b Frylinck,Namibia Vs Sri Lanka,12,Sri Lanka,out,T20I   1823
0,0,0 00,1,Danushka Gunathilaka,4.0,c  Green b Shikongo,Namibia Vs Sri Lanka,0,Sri Lanka,out,T20I   1823
2,0,95 23,21,Bhanuka Rajapaksa,5.0,c la Cock b Scholtz,Namibia Vs Sri Lanka,20,Sri Lanka,out,T20I   1823
2,1,126 08,23,Dasun Shanaka c ,6.0,c  Green b Frylinck,Namibia Vs Sri Lanka,29,Sri Lanka,out,T20I   1823
0,0,50 00,8,Wanindu Hasaranga de Silva,7.0,c Loftie Eaton b Scholtz,Namibia Vs Sri Lanka,4,Sri Lanka,out,T20I   1823
0,0,62 50,8,Chamika Karunaratne,8.0,c Baard b Smit,Namibia Vs Sri Lanka,5,Sri Lanka,out,T20I   1823
0,0, ,0,Pramod Madushan,9.0,run out  van Lingen  Green ,Namibia Vs Sri Lanka,0,Sri Lanka,out,T20I   1823
0,0,53 33,15,Dushmantha Chameera,10.0,c Erasmus b Wiese,Namibia Vs Sri Lanka,8,Sri Lanka,out,T20I   1823
0,1,100 00,11,Maheesh Theekshana,11.0,,Namibia Vs Sri Lanka,11,Sri Lanka,notout,T20I   1823
1,0,60 00,20,Chirag Suri,1.0,c  Edwards b van der Merwe,U A E  Vs Netherlands,12,U A E ,out,T20I   1825
1,2,87 23,47,Muhammad Waseem,2.0,c Pringle b Klaassen,U A E  Vs Netherlands,41,U A E ,out,T20I   1825
0,1,107 14,14,Kashif Daud,3.0, b Pringle,U A E  Vs Netherlands,15,U A E ,out,T20I   1825
0,0,85 71,21,Vriitya Aravind ,4.0,c Klaassen b de Leede,U A E  Vs Netherlands,18,U A E ,out,T20I   1825
0,0,50 00,4,Zawar Farid,5.0,run out  Ackermann  Edwards ,U A E  Vs Netherlands,2,U A E ,out,T20I   1825
1,0,100 00,4,Basil Hameed,6.0,c van der Merwe b de Leede,U A E  Vs Netherlands,4,U A E ,out,T20I   1825
0,0,50 00,2,Chundangapoyil Rizwan c ,7.0, b de Leede,U A E  Vs Netherlands,1,U A E ,out,T20I   1825
0,0,71 42,7,Aayan Afzal Khan,8.0,c Cooper b Klaassen,U A E  Vs Netherlands,5,U A E ,out,T20I   1825
0,0, ,0,Karthik Meiyappan,9.0,,U A E  Vs Netherlands,0,U A E ,notout,T20I   1825
0,0,0 00,1,Junaid Siddique,10.0,,U A E  Vs Netherlands,0,U A E ,notout,T20I   1825
2,0,142 85,7,Vikramjit Singh,1.0, b Basil Hameed,U A E  Vs Netherlands,10,Netherlands,out,T20I   1825
3,1,127 77,18,Max O Dowd,2.0, b Junaid Siddique,U A E  Vs Netherlands,23,Netherlands,out,T20I   1825
1,0,77 77,18,Bas de Leede,3.0,c Rizwan b Meiyappan,U A E  Vs Netherlands,14,Netherlands,out,T20I   1825
1,0,89 47,19,Colin Ackermann,4.0,c Junaid Siddique b Aayan Afzal Khan,U A E  Vs Netherlands,17,Netherlands,out,T20I   1825
0,0,50 00,16,Tom Cooper,5.0,lbw b Junaid Siddique,U A E  Vs Netherlands,8,Netherlands,out,T20I   1825
0,0,84 21,19,Scott Edwards c  ,6.0,,U A E  Vs Netherlands,16,Netherlands,notout,T20I   1825
0,0,0 00,2,Roelof van der Merwe,7.0, b Junaid Siddique,U A E  Vs Netherlands,0,Netherlands,out,T20I   1825
0,0,93 75,16,Tim Pringle,8.0, b Zahoor Khan,U A E  Vs Netherlands,15,Netherlands,out,T20I   1825
0,0,100 00,4,Logan van Beek,9.0,,U A E  Vs Netherlands,4,Netherlands,notout,T20I   1825
9,0,124 52,53,George Munsey,1.0,,Scotland Vs West Indies,66,Scotland,notout,T20I   1826
3,0,117 64,17,Michael Jones,2.0, b Holder,Scotland Vs West Indies,20,Scotland,out,T20I   1826
0,0,60 00,5,Matthew Cross ,3.0,c Brooks b Holder,Scotland Vs West Indies,3,Scotland,out,T20I   1826
0,1,114 28,14,Richie Berrington c ,4.0,c Mayers b Joseph,Scotland Vs West Indies,16,Scotland,out,T20I   1826
4,0,164 28,14,Calum MacLeod,5.0,c King b Smith,Scotland Vs West Indies,23,Scotland,out,T20I   1826
0,0,66 66,6,Michael Leask,6.0, b Joseph,Scotland Vs West Indies,4,Scotland,out,T20I   1826
2,0,145 45,11,Chris Greaves,7.0,,Scotland Vs West Indies,16,Scotland,notout,T20I   1826
3,1,153 84,13,Kyle Mayers,1.0,c Munsey b Davey,Scotland Vs West Indies,20,West Indies,out,T20I   1826
1,1,107 69,13,Evin Lewis,2.0,c Jones b Wheal,Scotland Vs West Indies,14,West Indies,out,T20I   1826
3,0,113 33,15,Brandon King,3.0, b Watt,Scotland Vs West Indies,17,West Indies,out,T20I   1826
0,0,55 55,9,Nicholas Pooran c  ,4.0, b Leask,Scotland Vs West Indies,5,West Indies,out,T20I   1826
0,0,44 44,9,Shamarh Brooks,5.0,c Leask b Wheal,Scotland Vs West Indies,4,West Indies,out,T20I   1826
0,0,83 33,6,Rovman Powell,6.0,c MacLeod b Leask,Scotland Vs West Indies,5,West Indies,out,T20I   1826
4,1,115 15,33,Jason Holder,7.0,c Greaves b Sharif,Scotland Vs West Indies,38,West Indies,out,T20I   1826
0,0,100 00,1,Akeal Hosein,8.0,run out   Cross Leask ,Scotland Vs West Indies,1,West Indies,out,T20I   1826
0,0,0 00,1,Alzarri Joseph,9.0,c  Cross b Watt,Scotland Vs West Indies,0,West Indies,out,T20I   1826
0,0,62 50,8,Odean Smith,10.0,c Greaves b Watt,Scotland Vs West Indies,5,West Indies,out,T20I   1826
0,0,66 66,3,Obed McCoy,11.0,,Scotland Vs West Indies,2,West Indies,notout,T20I   1826
0,0,0 00,2,Regis Chakabva ,1.0,c  Tucker b Little,Zimbabwe Vs Ireland,0,Zimbabwe,out,T20I   1828
1,0,75 00,12,Craig Ervine c ,2.0,st  Tucker b Simi Singh,Zimbabwe Vs Ireland,9,Zimbabwe,out,T20I   1828
4,0,115 78,19,Wessly Madhevere,3.0,c Delany b Little,Zimbabwe Vs Ireland,22,Zimbabwe,out,T20I   1828
0,1,109 09,11,Sean Williams,4.0,c Tector b Simi Singh,Zimbabwe Vs Ireland,12,Zimbabwe,out,T20I   1828
5,5,170 83,48,Sikandar Raza,5.0, b Adair,Zimbabwe Vs Ireland,82,Zimbabwe,out,T20I   1828
1,0,114 28,14,Milton Shumba,6.0,c Little b Adair,Zimbabwe Vs Ireland,16,Zimbabwe,out,T20I   1828
0,0,25 00,4,Ryan Burl,7.0,c Adair b Little,Zimbabwe Vs Ireland,1,Zimbabwe,out,T20I   1828
3,0,200 00,10,Luke Jongwe,8.0,,Zimbabwe Vs Ireland,20,Zimbabwe,notout,T20I   1828
0,0,0 00,2,Paul Stirling,1.0, b Ngarava,Zimbabwe Vs Ireland,0,Ireland,out,T20I   1828
0,0,75 00,4,Andy Balbirnie c ,2.0,c Ervine b Muzarabani,Zimbabwe Vs Ireland,3,Ireland,out,T20I   1828
2,0,100 00,11,Lorcan Tucker ,3.0, b Ngarava,Zimbabwe Vs Ireland,11,Ireland,out,T20I   1828
0,0,25 00,4,Harry Tector,4.0,c Ervine b Muzarabani,Zimbabwe Vs Ireland,1,Ireland,out,T20I   1828
1,0,122 72,22,Curtis Campher,5.0, b Williams,Zimbabwe Vs Ireland,27,Ireland,out,T20I   1828
3,0,120 00,20,George Dockrell,6.0, b Sikandar Raza,Zimbabwe Vs Ireland,24,Ireland,out,T20I   1828
1,1,120 00,20,Gareth Delany,7.0,c Shumba b Chatara,Zimbabwe Vs Ireland,24,Ireland,out,T20I   1828
0,1,90 00,10,Mark Adair,8.0,c Sikandar Raza b Muzarabani,Zimbabwe Vs Ireland,9,Ireland,out,T20I   1828
0,0,0 00,1,Simi Singh,9.0, b Chatara,Zimbabwe Vs Ireland,0,Ireland,out,T20I   1828
1,2,137 50,16,Barry McCarthy,10.0,,Zimbabwe Vs Ireland,22,Ireland,notout,T20I   1828
1,0,63 63,11,Josh Little,11.0,,Zimbabwe Vs Ireland,7,Ireland,notout,T20I   1828
3,0,105 26,19,Michael van Lingen,1.0,c de Leede b Ackermann,Namibia Vs Netherlands,20,Namibia,out,T20I   1830
0,0,0 00,2,Divan la Cock,2.0,c de Leede b Pringle,Namibia Vs Netherlands,0,Namibia,out,T20I   1830
0,0,86 36,22,Stephan Baard,3.0,c Klaassen b van der Merwe,Namibia Vs Netherlands,19,Namibia,out,T20I   1830
0,0,0 00,2,Jan Nicol Loftie Eaton,4.0,c  Edwards b van Meekeren,Namibia Vs Netherlands,0,Namibia,out,T20I   1830
1,1,89 58,48,Jan Frylinck,5.0,c van Meekeren b de Leede,Namibia Vs Netherlands,43,Namibia,out,T20I   1830
0,0,88 88,18,Gerhard Erasmus c ,6.0, b de Leede,Namibia Vs Netherlands,16,Namibia,out,T20I   1830
1,0,220 00,5,David Wiese,7.0,,Namibia Vs Netherlands,11,Namibia,notout,T20I   1830
1,0,125 00,4,JJ Smit,8.0,,Namibia Vs Netherlands,5,Namibia,notout,T20I   1830
1,1,100 00,35,Max O Dowd,1.0,run out  Erasmus ,Namibia Vs Netherlands,35,Netherlands,out,T20I   1830
3,2,125 80,31,Vikramjit Singh,2.0,c Loftie Eaton b Scholtz,Namibia Vs Netherlands,39,Netherlands,out,T20I   1830
2,0,100 00,30,Bas de Leede,3.0,,Namibia Vs Netherlands,30,Netherlands,notout,T20I   1830
1,0,100 00,6,Tom Cooper,4.0,c van Lingen b Smit,Namibia Vs Netherlands,6,Netherlands,out,T20I   1830
0,0,0 00,2,Colin Ackermann,5.0,c Erasmus b Smit,Namibia Vs Netherlands,0,Netherlands,out,T20I   1830
0,0,20 00,5,Scott Edwards c  ,6.0,c Loftie Eaton b Frylinck,Namibia Vs Netherlands,1,Netherlands,out,T20I   1830
0,0,88 88,9,Tim Pringle,7.0,,Namibia Vs Netherlands,8,Netherlands,notout,T20I   1830
6,2,123 33,60,Pathum Nissanka,1.0,c Basil Hameed b Zahoor Khan,Sri Lanka Vs U A E ,74,Sri Lanka,out,T20I   1832
2,0,138 46,13,Kusal Mendis ,2.0,lbw b Aryan Lakra,Sri Lanka Vs U A E ,18,Sri Lanka,out,T20I   1832
3,1,157 14,21,Dhananjaya de Silva,3.0,run out  Muhammad Waseem Aayan Afzal Khan ,Sri Lanka Vs U A E ,33,Sri Lanka,out,T20I   1832
0,0,62 50,8,Bhanuka Rajapaksa,4.0,c Kashif Daud b Meiyappan,Sri Lanka Vs U A E ,5,Sri Lanka,out,T20I   1832
0,0,0 00,1,Charith Asalanka,5.0,c  Aravind b Meiyappan,Sri Lanka Vs U A E ,0,Sri Lanka,out,T20I   1832
0,0,0 00,1,Dasun Shanaka c ,6.0, b Meiyappan,Sri Lanka Vs U A E ,0,Sri Lanka,out,T20I   1832
0,0,66 66,3,Wanindu Hasaranga de Silva,7.0,c Basil Hameed b Aayan Afzal Khan,Sri Lanka Vs U A E ,2,Sri Lanka,out,T20I   1832
1,0,72 72,11,Chamika Karunaratne,8.0,c Kashif Daud b Zahoor Khan,Sri Lanka Vs U A E ,8,Sri Lanka,out,T20I   1832
0,0,100 00,1,Pramod Madushan,9.0,,Sri Lanka Vs U A E ,1,Sri Lanka,notout,T20I   1832
0,0,100 00,1,Dushmantha Chameera,10.0,,Sri Lanka Vs U A E ,1,Sri Lanka,notout,T20I   1832
0,0,50 00,4,Muhammad Waseem,1.0, b Chameera,Sri Lanka Vs U A E ,2,U A E ,out,T20I   1832
3,0,73 68,19,Chirag Suri,2.0, b Pramod Madushan,Sri Lanka Vs U A E ,14,U A E ,out,T20I   1832
0,0,33 33,3,Aryan Lakra,3.0, b Chameera,Sri Lanka Vs U A E ,1,U A E ,out,T20I   1832
0,0,33 33,3,Chundangapoyil Rizwan c ,4.0,c Rajapaksa b Chameera,Sri Lanka Vs U A E ,1,U A E ,out,T20I   1832
1,0,50 00,18,Vriitya Aravind ,5.0,lbw b PWH de Silva,Sri Lanka Vs U A E ,9,U A E ,out,T20I   1832
0,0,33 33,6,Basil Hameed,6.0,c DM de Silva b Shanaka,Sri Lanka Vs U A E ,2,U A E ,out,T20I   1832
1,0,90 47,21,Aayan Afzal Khan,7.0, b PWH de Silva,Sri Lanka Vs U A E ,19,U A E ,out,T20I   1832
0,0,0 00,4,Kashif Daud,8.0,lbw b PWH de Silva,Sri Lanka Vs U A E ,0,U A E ,out,T20I   1832
0,0,50 00,8,Karthik Meiyappan,9.0,st  Mendis b Theekshana,Sri Lanka Vs U A E ,4,U A E ,out,T20I   1832
1,1,112 50,16,Junaid Siddique,10.0,c Nissanka b Theekshana,Sri Lanka Vs U A E ,18,U A E ,out,T20I   1832
0,0,100 00,1,Zahoor Khan,11.0,,Sri Lanka Vs U A E ,1,U A E ,notout,T20I   1832
0,0,50 00,2,George Munsey,1.0,lbw b Adair,Scotland Vs Ireland,1,Scotland,out,T20I   1833
6,4,156 36,55,Michael Jones,2.0,c Adair b Little,Scotland Vs Ireland,86,Scotland,out,T20I   1833
5,0,133 33,21,Matthew Cross ,3.0,c McCarthy b Campher,Scotland Vs Ireland,28,Scotland,out,T20I   1833
3,1,137 03,27,Richie Berrington c ,4.0,c Dockrell b Campher,Scotland Vs Ireland,37,Scotland,out,T20I   1833
2,0,130 76,13,Michael Leask,5.0,,Scotland Vs Ireland,17,Scotland,notout,T20I   1833
0,0,0 00,3,Calum MacLeod,6.0,run out   Tucker ,Scotland Vs Ireland,0,Scotland,out,T20I   1833
1,0,80 00,10,Paul Stirling,1.0,c  Cross b Sharif,Scotland Vs Ireland,8,Ireland,out,T20I   1833
2,0,116 66,12,Andy Balbirnie c ,2.0,c Jones b Wheal,Scotland Vs Ireland,14,Ireland,out,T20I   1833
2,0,117 64,17,Lorcan Tucker ,3.0,c Davey b Watt,Scotland Vs Ireland,20,Ireland,out,T20I   1833
1,0,87 50,16,Harry Tector,4.0,c Greaves b Leask,Scotland Vs Ireland,14,Ireland,out,T20I   1833
7,2,225 00,32,Curtis Campher,5.0,,Scotland Vs Ireland,72,Ireland,notout,T20I   1833
4,1,144 44,27,George Dockrell,6.0,,Scotland Vs Ireland,39,Ireland,notout,T20I   1833
2,0,108 33,12,Kyle Mayers,1.0,c  Chakabva b Muzarabani,West Indies Vs Zimbabwe,13,West Indies,out,T20I   1834
3,2,125 00,36,Johnson Charles,2.0,run out  Munyonga Williams ,West Indies Vs Zimbabwe,45,West Indies,out,T20I   1834
1,0,83 33,18,Evin Lewis,3.0,c Shumba b Sikandar Raza,West Indies Vs Zimbabwe,15,West Indies,out,T20I   1834
0,0,77 77,9,Nicholas Pooran c  ,4.0,c   b Williams,West Indies Vs Zimbabwe,7,West Indies,out,T20I   1834
1,2,133 33,21,Rovman Powell,5.0,c Ngarava b Muzarabani,West Indies Vs Zimbabwe,28,West Indies,out,T20I   1834
0,0,0 00,3,Shamarh Brooks,6.0,lbw b Sikandar Raza,West Indies Vs Zimbabwe,0,West Indies,out,T20I   1834
0,0,133 33,3,Jason Holder,7.0,c   b Sikandar Raza,West Indies Vs Zimbabwe,4,West Indies,out,T20I   1834
2,0,127 77,18,Akeal Hosein,8.0,,West Indies Vs Zimbabwe,23,West Indies,notout,T20I   1834
0,0,50 00,2,Odean Smith,9.0,,West Indies Vs Zimbabwe,1,West Indies,notout,T20I   1834
3,1,142 10,19,Wessly Madhevere,1.0,c Lewis b Holder,West Indies Vs Zimbabwe,27,Zimbabwe,out,T20I   1834
3,0,144 44,9,Regis Chakabva c  ,2.0, b Joseph,West Indies Vs Zimbabwe,13,Zimbabwe,out,T20I   1834
0,0,33 33,6,Tony Munyonga,3.0, b Joseph,West Indies Vs Zimbabwe,2,Zimbabwe,out,T20I   1834
0,0,50 00,2,Sean Williams,4.0,c  Pooran b McCoy,West Indies Vs Zimbabwe,1,Zimbabwe,out,T20I   1834
1,1,175 00,8,Sikandar Raza,5.0,c Powell b Smith,West Indies Vs Zimbabwe,14,Zimbabwe,out,T20I   1834
0,0,22 22,9,Milton Shumba,6.0,c Brooks b Hosein,West Indies Vs Zimbabwe,2,Zimbabwe,out,T20I   1834
3,0,89 47,19,Ryan Burl,7.0,lbw b Holder,West Indies Vs Zimbabwe,17,Zimbabwe,out,T20I   1834
3,1,131 81,22,Luke Jongwe,8.0, b Joseph,West Indies Vs Zimbabwe,29,Zimbabwe,out,T20I   1834
0,0,33 33,6,Richard Ngarava,9.0, b Joseph,West Indies Vs Zimbabwe,2,Zimbabwe,out,T20I   1834
0,0,37 50,8,Tendai Chatara,10.0, b Holder,West Indies Vs Zimbabwe,3,Zimbabwe,out,T20I   1834
0,0,25 00,4,Blessing Muzarabani,11.0,,West Indies Vs Zimbabwe,1,Zimbabwe,notout,T20I   1834
0,1,66 66,21,Pathum Nissanka,1.0, b van Meekeren,Sri Lanka Vs Netherlands,14,Sri Lanka,out,T20I   1835
5,5,179 54,44,Kusal Mendis ,2.0,c sub  LV van Beek  b van der Gugten,Sri Lanka Vs Netherlands,79,Sri Lanka,out,T20I   1835
0,0,0 00,1,Dhananjaya de Silva,3.0,lbw b van Meekeren,Sri Lanka Vs Netherlands,0,Sri Lanka,out,T20I   1835
3,0,103 33,30,Charith Asalanka,4.0,c  Edwards b de Leede,Sri Lanka Vs Netherlands,31,Sri Lanka,out,T20I   1835
2,0,146 15,13,Bhanuka Rajapaksa,5.0,c Pringle b de Leede,Sri Lanka Vs Netherlands,19,Sri Lanka,out,T20I   1835
0,1,160 00,5,Dasun Shanaka c ,6.0,c Ackermann b Klaassen,Sri Lanka Vs Netherlands,8,Sri Lanka,out,T20I   1835
0,0,125 00,4,Wanindu Hasaranga de Silva,7.0,,Sri Lanka Vs Netherlands,5,Sri Lanka,notout,T20I   1835
0,0,100 00,2,Chamika Karunaratne,8.0,,Sri Lanka Vs Netherlands,2,Sri Lanka,notout,T20I   1835
6,3,133 96,53,Max O Dowd,1.0,,Sri Lanka Vs Netherlands,71,Netherlands,notout,T20I   1835
0,0,50 00,14,Vikramjit Singh,2.0,c Shanaka b Theekshana,Sri Lanka Vs Netherlands,7,Netherlands,out,T20I   1835
1,1,140 00,10,Bas de Leede,3.0,c  Mendis b Kumara,Sri Lanka Vs Netherlands,14,Netherlands,out,T20I   1835
0,0,0 00,1,Colin Ackermann,4.0,c   b PWH de Silva,Sri Lanka Vs Netherlands,0,Netherlands,out,T20I   1835
2,0,84 21,19,Tom Cooper,5.0, b Theekshana,Sri Lanka Vs Netherlands,16,Netherlands,out,T20I   1835
3,0,140 00,15,Scott Edwards c  ,6.0, b Fernando,Sri Lanka Vs Netherlands,21,Netherlands,out,T20I   1835
0,0,50 00,4,Tim Pringle,7.0,run out  DM de Silva ,Sri Lanka Vs Netherlands,2,Netherlands,out,T20I   1835
0,0,0 00,1,Timm van der Gugten,8.0, b PWH de Silva,Sri Lanka Vs Netherlands,0,Netherlands,out,T20I   1835
0,0,100 00,3,Fred Klaassen,9.0, b PWH de Silva,Sri Lanka Vs Netherlands,3,Netherlands,out,T20I   1835
0,0, ,0,Paul van Meekeren,10.0,run out  Shanaka ,Sri Lanka Vs Netherlands,0,Netherlands,out,T20I   1835
0,0,0 00,1,Roelof van der Merwe,11.0,,Sri Lanka Vs Netherlands,0,Netherlands,notout,T20I   1835
1,3,121 95,41,Muhammad Waseem,1.0,c Trumpelmann b Shikongo,U A E  Vs Namibia,50,U A E ,out,T20I   1836
2,0,65 62,32,Vriitya Aravind ,2.0,c van Lingen b Scholtz,U A E  Vs Namibia,21,U A E ,out,T20I   1836
3,1,148 27,29,Chundangapoyil Rizwan c ,3.0,,U A E  Vs Namibia,43,U A E ,notout,T20I   1836
0,0,100 00,4,Alishan Sharafu,4.0,c  Green b Wiese,U A E  Vs Namibia,4,U A E ,out,T20I   1836
2,2,178 57,14,Basil Hameed,5.0,,U A E  Vs Namibia,25,U A E ,notout,T20I   1836
1,0,125 00,8,Michael van Lingen,1.0,c Sharafu b Basil Hameed,U A E  Vs Namibia,10,Namibia,out,T20I   1836
1,0,66 66,6,Stephan Baard,2.0,c Ahmed Raza b Junaid Siddique,U A E  Vs Namibia,4,Namibia,out,T20I   1836
0,0,16 66,6,Jan Nicol Loftie Eaton,3.0,lbw b Basil Hameed,U A E  Vs Namibia,1,Namibia,out,T20I   1836
2,0,88 88,18,Gerhard Erasmus c ,4.0, b Meiyappan,U A E  Vs Namibia,16,Namibia,out,T20I   1836
1,0,82 35,17,Jan Frylinck,5.0, b Zahoor Khan,U A E  Vs Namibia,14,Namibia,out,T20I   1836
0,0,100 00,3,JJ Smit,6.0,run out  Meiyappan Ahmed Raza ,U A E  Vs Namibia,3,Namibia,out,T20I   1836
3,3,152 77,36,David Wiese,7.0,c Sharafu b Muhammad Waseem,U A E  Vs Namibia,55,Namibia,out,T20I   1836
0,0,66 66,3,Zane Green ,8.0, b Zahoor Khan,U A E  Vs Namibia,2,Namibia,out,T20I   1836
